rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
5469,12061969,K02061.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.090011003,5.822e-06,-5.822e-06,131.58066,0.00373,-0.00373,2454964.581,0.00373,-0.00373,0.0,,,,,,0.531,0.001,-0.479,1.5,0.16,-0.16,,,,174.8,18.3,-18.3,0.012356,0.000694,-0.000874,1.80766,2.17847,-0.80604,LS+MCMC,1.04,0.13,-0.08,0.0197,,,83.71,,,1402.0,,,911.28,396.55,-206.34,4.84,1.9,-1.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1496,0.5746,q1_q17_dr25_koi,4.0664473,10.515363,12.6,2,1167.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1812,Mandel and Agol (2002 ApJ 580 171),,,012/012061/012061969/dv/kplr012061969-20160209194854_dvr.pdf,012/012061/012061969/dv/kplr012061969-002-20160209194854_dvs.pdf,5081.0,166.0,-136.0,4.596,0.028,-0.083,0.12,0.25,-0.3,0.77,0.095,-0.055,0.864,0.049,-0.085,,,,q1_q17_dr25_stellar,291.65952,50.583881,15.753,16.518,15.686,15.426,15.292,14.244,13.756,13.551,0.001,19.443953,3.5e-05,50.58323,0.00032,-0.5,1.2,-2.3,1.2,8e-05,0.00019,0.00037,0.00019,0.51,0.89,0.31,0.73,0.6,0.85,0.86,0.89,0.33,0.73,0.92,0.87
5712,9205938,K02162.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.92,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,199.66876,0.003961,-0.003961,131.609,0.0171,-0.0171,2454964.609,0.0171,-0.0171,0.0,,,,,,0.046,0.42,-0.046,8.996,0.483,-0.483,,,,251.9,19.7,-19.7,0.014438,0.000867,-0.000597,2.4075,0.28647,-1.07735,LS+MCMC,1.45,0.18,-0.18,0.6193,,,89.98,,,305.0,,,2.06,0.76,-0.59,171.8,20.4,-20.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3556,q1_q17_dr25_koi,6.1517878,11.090614,13.9,2,7.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8195,Mandel and Agol (2002 ApJ 580 171),,,009/009205/009205938/dv/kplr009205938-20160209194854_dvr.pdf,009/009205/009205938/dv/kplr009205938-002-20160209194854_dvs.pdf,5678.0,113.0,-102.0,4.409,0.132,-0.088,-0.4,0.15,-0.15,0.921,0.115,-0.115,0.794,0.071,-0.03,,,,q1_q17_dr25_stellar,285.69199,45.689388,14.033,14.429,13.992,13.864,13.828,12.966,12.631,12.534,0.273,19.046106,2.6e-05,45.68926,0.00031,-1.05,0.98,-0.5,1.1,0.00023,0.00023,0.00013,0.00026,0.3,0.69,1.24,0.87,1.28,0.86,0.2,0.69,1.4,0.9,1.42,0.9
5782,9602613,K02612.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.856,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.61225043,3.445e-05,-3.445e-05,133.86134,0.00535,-0.00535,2454966.861,0.00535,-0.00535,0.0,,,,,,0.012,0.44,-0.012,2.695,0.167,-0.167,,,,29.1,2.4,-2.4,0.004852,0.000306,-0.000215,2.02284,0.23223,-0.92,LS+MCMC,0.51,0.06,-0.05,0.053,,,89.95,,,1032.0,,,268.27,86.53,-58.85,13.15,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,3.0462139,11.438283,13.7,2,228.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.717,Mandel and Agol (2002 ApJ 580 171),,,009/009602/009602613/dv/kplr009602613-20160209194854_dvr.pdf,009/009602/009602613/dv/kplr009602613-001-20160209194854_dvs.pdf,5495.0,74.0,-82.0,4.442,0.072,-0.099,0.16,0.15,-0.15,0.961,0.115,-0.086,0.932,0.052,-0.047,,,,q1_q17_dr25_stellar,297.14883,46.296951,11.83,12.363,11.766,11.602,11.529,10.615,10.275,10.185,0.0,19.809916,2.5e-05,46.29754,0.00023,-0.21,0.93,2.11,0.82,4e-06,2.7e-05,-6.5e-05,2.4e-05,0.99,0.35,1.35,0.42,1.68,0.45,0.98,0.38,1.31,0.44,1.64,0.46
5860,4173026,K02172.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.991,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,116.583183,0.002231,-0.002231,246.6275,0.0144,-0.0144,2455079.627,0.0144,-0.0144,0.0,,,,,,0.586,0.006,-0.492,5.8,0.509,-0.509,,,,819.0,102.0,-102.0,0.027148,0.000712,-0.003215,3.02267,4.44475,-0.34838,LS+MCMC,2.91,0.83,-0.42,0.4572,,,89.74,,,371.0,,,4.47,3.76,-1.57,129.5,63.5,-63.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,9.182145,14.992003,8.7,2,9.0,2.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.0502,Mandel and Agol (2002 ApJ 580 171),,,004/004173/004173026/dv/kplr004173026-20160209194854_dvr.pdf,004/004173/004173026/dv/kplr004173026-002-20160209194854_dvs.pdf,5738.0,156.0,-173.0,4.426,0.101,-0.188,-0.06,0.3,-0.3,0.981,0.281,-0.141,0.936,0.114,-0.093,,,,q1_q17_dr25_stellar,295.164,39.201408,15.104,15.684,15.051,14.856,14.726,13.828,13.481,13.405,0.096,19.677625,1.5e-05,39.20133,0.00018,1.09,0.61,-0.29,0.64,-0.00119,0.00082,-1e-05,0.00088,-0.29,0.19,0.06,0.18,0.29,0.19,-0.13,0.19,0.05,0.18,0.14,0.19
5977,12061969,K02061.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,14.092583189,,,141.1447066,,,2454974.145,,,0.0,,,,,,0.586,,,4.1536,,,,,,530.4,,,0.021681,0.0,0.0,0.97395,0.0,0.0,LS,1.82,0.23,-0.13,0.1084,,,88.45,,,597.0,,,30.1,13.09,-6.82,21.704685,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1496,0.5746,q1_q17_dr25_koi,5.4563465,15.945106,17.8,2,94.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9724,Mandel and Agol (2002 ApJ 580 171),,,012/012061/012061969/dv/kplr012061969-20160209194854_dvr.pdf,012/012061/012061969/dv/kplr012061969-001-20160209194854_dvs.pdf,5081.0,166.0,-136.0,4.596,0.028,-0.083,0.12,0.25,-0.3,0.77,0.095,-0.055,0.864,0.049,-0.085,,,,q1_q17_dr25_stellar,291.65952,50.583881,15.753,16.518,15.686,15.426,15.292,14.244,13.756,13.551,0.0,19.44396,2e-05,50.58433,0.00019,-0.26,0.7,1.63,0.69,0.00019,0.00054,-0.00109,0.00064,-0.02,0.59,-0.03,0.57,0.04,0.76,-0.1,0.55,0.0,0.52,0.1,0.53
6044,9758089,K01871.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,32.376183,0.0001311,-0.0001311,150.41557,0.00311,-0.00311,2454983.416,0.00311,-0.00311,0.0,,,,,,0.896,0.009,-0.61,4.4639,0.0792,-0.0792,,,,745.4,24.1,-24.1,0.030674,0.000876,-0.005823,0.40572,3.17757,-0.02094,LS+MCMC,2.26,0.16,-0.07,0.1789,,,88.18,,,392.0,,,5.61,1.32,-0.76,28.2,13.8,-13.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0656,0.6854,q1_q17_dr25_koi,6.64791,26.325363,34.2,2,39.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8482,Mandel and Agol (2002 ApJ 580 171),,,009/009758/009758089/dv/kplr009758089-20160209194854_dvr.pdf,009/009758/009758089/dv/kplr009758089-002-20160209194854_dvs.pdf,4580.0,92.0,-92.0,4.641,0.012,-0.045,0.08,0.15,-0.15,0.675,0.046,-0.021,0.748,0.027,-0.043,,,,q1_q17_dr25_stellar,285.25366,46.582191,14.897,15.858,14.819,14.485,14.296,13.213,12.636,12.53,0.0,19.0168956,6.9e-06,46.582429,7.1e-05,-0.53,0.26,0.86,0.25,-0.00088,0.0002,0.00062,0.00021,3.49,0.36,-2.87,0.38,4.52,0.5,0.14,0.11,0.16,0.19,0.21,0.16
7182,10055126,K01608.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.96,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,232.040326,0.006902,-0.006902,262.2531,0.0265,-0.0265,2455095.253,0.0265,-0.0265,0.0,,,,,,0.61,0.341,-0.388,12.235,0.765,-0.765,,,,290.8,21.9,-21.9,0.016278,0.000414,-0.001083,0.57442,0.95728,-0.05111,LS+MCMC,2.05,0.33,-0.29,0.7326,,,89.7,,,327.0,,,2.71,1.2,-0.88,117.8,49.1,-49.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,7.7771463,12.50597,15.2,3,5.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3169,Mandel and Agol (2002 ApJ 580 171),,,010/010055/010055126/dv/kplr010055126-20160209194854_dvr.pdf,010/010055/010055126/dv/kplr010055126-003-20160209194854_dvs.pdf,5903.0,106.0,-117.0,4.3,0.15,-0.1,-0.1,0.15,-0.15,1.156,0.185,-0.166,0.974,0.082,-0.062,,,,q1_q17_dr25_stellar,282.06128,47.085491,13.797,14.147,13.726,13.647,13.591,12.751,12.47,12.418,0.447,18.804051,4.1e-05,47.08536,0.00033,-1.3,1.5,-0.5,1.2,0.00035,0.00043,0.00015,0.00034,1.38,0.45,-0.85,0.86,1.63,0.81,1.35,0.41,-0.86,0.72,1.6,0.7
7185,9285265,K03410.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.979,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_MEAS,61.569765,0.001804,-0.001804,182.0201,0.0248,-0.0248,2455015.02,0.0248,-0.0248,0.0,,,,,,0.486,0.074,-0.409,9.75,0.635,-0.635,,,,298.3,30.9,-30.9,0.016067,0.000881,-0.00105,0.3979,0.42962,-0.03827,LS+MCMC,2.44,0.39,-0.53,0.3045,,,89.35,,,530.0,,,18.66,7.87,-7.77,43.0,15.5,-15.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2638,0.4046,q1_q17_dr25_koi,4.5153236,10.912135,10.9,2,19.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1592,Mandel and Agol (2002 ApJ 580 171),,,009/009285/009285265/dv/kplr009285265-20160209194854_dvr.pdf,009/009285/009285265/dv/kplr009285265-002-20160209194854_dvs.pdf,5626.0,77.0,-77.0,4.149,0.188,-0.101,0.14,0.15,-0.15,1.389,0.223,-0.298,0.991,0.079,-0.065,,,,q1_q17_dr25_stellar,293.62976,45.74065,15.589,16.105,15.522,15.367,15.26,14.323,13.995,13.949,0.325,19.575326,2.7e-05,45.74084,0.00032,0.4,1.0,0.7,1.2,-0.00015,0.00034,-0.00028,0.00039,-0.44,0.42,-1.0,1.3,1.1,1.2,-0.37,0.42,-1.1,1.3,1.2,1.2
7266,3634051,K06103.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,INDIV_TRANS_SKYE---CENT_FEW_DIFFS,453.54212,0.003501,-0.003501,360.0617,0.00473,-0.00473,2455193.062,0.00473,-0.00473,0.0,,,,,,0.633,0.219,-0.405,17.026,0.24,-0.24,,,,861.0,18.6,-18.6,0.02813,0.002815,-0.001308,0.41255,0.35242,-0.28684,LS+MCMC,9.23,1.76,-4.1,1.3292,,,89.78,,,390.0,,,5.45,2.74,-3.85,164.9,70.4,-70.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2701,0.3963,q1_q17_dr25_koi,23.997772,35.408863,48.8,2,3.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4186,Mandel and Agol (2002 ApJ 580 171),,,003/003634/003634051/dv/kplr003634051-20160209194854_dvr.pdf,003/003634/003634051/dv/kplr003634051-001-20160209194854_dvs.pdf,5874.0,87.0,-79.0,3.664,0.375,-0.125,0.12,0.15,-0.15,3.006,0.572,-1.335,1.519,0.15,-0.376,,,,q1_q17_dr25_stellar,287.97546,38.74028,13.436,13.858,13.38,13.255,13.196,12.334,12.055,11.951,0.438,19.1983575,9.7e-06,38.74029,0.00012,-0.27,0.41,0.03,0.43,0.00028,0.00036,8e-05,0.00038,-0.28,0.29,-0.32,0.075,0.42,0.2,-0.26,0.25,-0.127,0.071,0.29,0.23
7345,8780959,K03741.04,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,TRANS_GAPPED,9.6310258,0.0001257,-0.0001257,132.7273,0.0101,-0.0101,2454965.727,0.0101,-0.0101,0.0,,,,,,0.951,0.027,-0.65,5.255,0.241,-0.241,,,,297.2,25.1,-25.1,0.019733,6.6e-05,-0.004331,0.02949,0.84282,-0.01651,LS+MCMC,2.9,0.82,-0.68,0.0905,,,79.56,,,1094.0,,,338.33,275.21,-164.36,5.25,2.6,-2.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3105,0.2893,q1_q17_dr25_koi,5.951192,19.670818,12.7,4,88.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3274,Mandel and Agol (2002 ApJ 580 171),,,008/008780/008780959/dv/kplr008780959-20160209194854_dvr.pdf,008/008780/008780959/dv/kplr008780959-003-20160209194854_dvs.pdf,6432.0,155.0,-214.0,4.207,0.19,-0.171,-0.34,0.25,-0.3,1.345,0.382,-0.313,1.06,0.177,-0.133,,,,q1_q17_dr25_stellar,300.33237,44.986141,13.306,13.669,13.274,13.151,13.11,12.309,12.101,12.058,,20.022159,1.4e-05,44.986179,0.0001,0.02,0.52,0.14,0.36,,,,,-0.46,0.49,0.19,0.19,0.5,0.46,-0.46,0.55,0.11,0.19,0.48,0.54
7456,9839821,K02012.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.877,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,180.921729,0.002826,-0.002826,234.3344,0.0133,-0.0133,2455067.334,0.0133,-0.0133,0.0,,,,,,0.025,0.42,-0.025,8.99,0.377,-0.377,,,,742.4,50.4,-50.4,0.02485,0.001343,-0.000786,2.25843,0.19811,-0.88607,LS+MCMC,2.3,0.54,-0.19,0.6135,,,89.99,,,302.0,,,1.96,1.32,-0.49,157.5,13.8,-13.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,q1_q17_dr25_koi,5.9905863,12.034195,16.2,2,8.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9151,Mandel and Agol (2002 ApJ 580 171),,,009/009839/009839821/dv/kplr009839821-20160209194854_dvr.pdf,009/009839/009839821/dv/kplr009839821-002-20160209194854_dvs.pdf,5818.0,139.0,-157.0,4.554,0.042,-0.168,-0.22,0.3,-0.3,0.848,0.199,-0.071,0.937,0.09,-0.121,,,,q1_q17_dr25_stellar,295.34271,46.602261,14.876,15.356,14.823,14.67,14.597,13.727,13.393,13.305,0.168,19.689504,1.7e-05,46.602,0.00019,-0.39,0.63,-0.93,0.68,0.00034,0.00046,0.00046,0.00051,0.78,0.35,0.69,0.38,1.04,0.45,0.87,0.4,0.54,0.5,1.02,0.56
7561,4665571,K02393.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,0.766691517,1.273e-06,-1.273e-06,132.19667,0.00138,-0.00138,2454965.197,0.00138,-0.00138,0.0,,,,,,0.388,0.053,-0.388,1.2638,0.0507,-0.0507,,,,244.0,10.1,-10.1,0.014221,0.000317,-0.000693,2.73161,0.97945,-0.62032,LS+MCMC,1.22,0.05,-0.08,0.015,,,84.94,,,1541.0,,,1334.22,188.87,-238.99,4.39,1.6,-1.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1017,0.6385,q1_q17_dr25_koi,3.7116914,20.960924,29.5,2,1396.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.4563,Mandel and Agol (2002 ApJ 580 171),,,004/004665/004665571/dv/kplr004665571-20160209194854_dvr.pdf,004/004665/004665571/dv/kplr004665571-001-20160209194854_dvs.pdf,4821.0,76.0,-76.0,4.529,0.06,-0.02,0.16,0.15,-0.15,0.788,0.028,-0.051,0.765,0.051,-0.028,,,,q1_q17_dr25_stellar,294.6647,39.783829,14.903,15.695,14.841,14.564,14.376,13.31,12.836,12.722,0.0,19.6443423,9.7e-06,39.78403,7.4e-05,1.23,0.4,0.72,0.27,0.000207,9.1e-05,-0.000118,6.1e-05,-1.09,0.37,-0.74,0.13,1.31,0.31,0.08,0.14,-0.5,0.28,0.5,0.28
7666,11450414,K01992.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.017,0,0,0,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,85.517344,0.001846,-0.001846,181.351,0.0198,-0.0198,2455014.351,0.0198,-0.0198,0.0,,,,,,0.944,0.026,-0.679,9.331,0.38,-0.38,,,,270.2,21.6,-21.6,0.019208,2.6e-05,-0.004798,0.05079,1.1666,-0.03338,LS+MCMC,3.04,0.45,-0.71,0.3802,,,88.0,,,482.0,,,12.75,4.89,-5.7,27.0,13.5,-13.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2286,0.4641,q1_q17_dr25_koi,4.681905,11.244823,12.9,3,15.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.73,Mandel and Agol (2002 ApJ 580 171),,,011/011450/011450414/dv/kplr011450414-20160209194854_dvr.pdf,011/011450/011450414/dv/kplr011450414-003-20160209194854_dvs.pdf,5592.0,75.0,-75.0,4.115,0.195,-0.09,0.16,0.15,-0.15,1.451,0.211,-0.342,1.0,0.072,-0.072,,,,q1_q17_dr25_stellar,289.19958,49.305721,14.513,14.944,14.454,14.329,14.292,13.391,13.076,13.047,0.001,19.279969,3.2e-05,49.30623,0.00033,-0.1,1.1,1.8,1.2,2e-05,0.0003,-0.0006,0.00032,-0.46,0.81,1.91,0.55,1.96,0.49,-0.64,0.89,1.5,0.37,1.63,0.49
8572,10736489,K07368.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.842939,,,137.0596,,,2454970.06,,,,,,,,,,,,2.8,,,,,,,,,,,,0.00771,0.10136,-0.00431,none,,,,,,,,,,,,,99.24,96.28,-23.98,,,,,,,,,q1_q17_dr25_koi,7.9750724,28.887737,,1,198.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0438,,,,010/010736/010736489/dv/kplr010736489-20160209194854_dvr.pdf,010/010736/010736489/dv/kplr010736489-001-20160209194854_dvs.pdf,,,,,,,,,,,,,,,,,,,,293.94763,48.065254,12.92,13.649,12.873,12.609,,11.296,10.884,10.794,0.011,19.5965149,2e-06,48.065259,2e-05,0.221,0.073,0.02,0.071,-5.7e-05,6.1e-05,6.6e-05,7.3e-05,0.01,0.33,-0.07,0.3,0.07,0.28,0.09,0.36,0.09,0.33,0.12,0.42
8666,10843431,K07378.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.994,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.7396758,0.0003092,-0.0003092,136.5829,0.0463,-0.0463,2454969.583,0.0463,-0.0463,0.0,,,,,,0.957,0.001,-0.68,3.866,0.266,-0.266,,,,1431.0,107.0,-107.0,0.047917,0.0011,-0.015629,0.10144,3.31558,-0.02446,LS+MCMC,3.29,0.26,-0.3,0.0713,,,82.59,,,577.0,,,26.17,8.92,-7.62,7.43,3.7,-3.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0775,0.666,q1_q17_dr25_koi,4.260325,12.053264,15.6,2,33.0,1.0,q1_q17_dr25_tce,00000000000001111000000000000000,0.6681,Mandel and Agol (2002 ApJ 580 171),,,010/010843/010843431/dv/kplr010843431-20160209194854_dvr.pdf,010/010843/010843431/dv/kplr010843431-001-20160209194854_dvs.pdf,4406.0,154.0,-170.0,4.643,0.044,-0.032,-0.24,0.3,-0.3,0.628,0.051,-0.056,0.632,0.063,-0.057,,,,q1_q17_dr25_stellar,282.37042,48.259289,16.324,17.453,16.285,15.84,15.577,14.536,13.911,13.882,0.687,18.824702,3.6e-05,48.25961,0.00035,0.3,1.3,1.1,1.3,-0.0005,0.0017,-0.0006,0.0017,-0.31,0.22,0.53,0.34,0.62,0.31,-0.08,0.23,0.6,0.39,0.61,0.38
9182,8873450,K07913.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS---HALO_GHOST,24.2783801,0.0003588,-0.0003588,154.51325,0.00972,-0.00972,2454987.513,0.00972,-0.00972,0.0,,,,,,0.717,0.229,-0.485,4.564,0.258,-0.258,,,,714.4,60.5,-60.5,0.026305,0.007472,-0.00303,0.8528,1.35956,-0.79656,LS+MCMC,2.03,0.08,-0.17,0.1456,,,88.62,,,432.0,,,8.27,1.81,-2.11,29.8,11.9,-11.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0656,0.6854,q1_q17_dr25_koi,9.485224,12.511366,13.6,1,54.0,6.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2314,Mandel and Agol (2002 ApJ 580 171),,,008/008873/008873450/dv/kplr008873450-20160209194854_dvr.pdf,008/008873/008873450/dv/kplr008873450-006-20160209194854_dvs.pdf,4450.0,132.0,-132.0,4.583,0.056,-0.02,0.14,0.25,-0.3,0.707,0.029,-0.059,0.698,0.054,-0.054,,,,q1_q17_dr25_stellar,286.74857,45.158741,14.164,15.257,14.156,13.696,13.403,12.274,11.635,11.212,0.0,19.116557,1.2e-05,45.15884,0.00014,-0.53,0.47,0.35,0.49,-0.0002,0.00042,-0.00097,0.00045,0.29,0.24,0.42,0.23,0.51,0.3,-0.64,0.26,-0.44,0.24,0.78,0.32
